INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	72	Botswana	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	BWA	23.81380223	-22.18810073	1.0	4	Country or Area	Sub-Saharan Africa	[1971]	1971	1971	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	854	Burkina Faso	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	BFA	-1.742843829	12.27491081	1.0	4	Country or Area	Sub-Saharan Africa	[2006, 2007]	2006	2007	2	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	108	Burundi	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	BDI	29.89080992	-3.366387428	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	132	Cabo Verde	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	CPV	-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[2015]	2015	2015	1	1	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	120	Cameroon	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	140	Central African Republic	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	CAF	20.93559492	7.003720791	1.0	4	Country or Area	Sub-Saharan Africa	[1975]	1975	1975	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	148	Chad	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	TCD	18.66618401	15.36279341	1.0	4	Country or Area	Sub-Saharan Africa	[2004]	2004	2004	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	178	Congo	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	COG	15.22052612	-0.840544119	1.0	4	Country or Area	Sub-Saharan Africa	[1984]	1984	1984	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	180	Democratic Republic of the Congo	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	COD	23.65496507	-2.877154732	1.0	4	Country or Area	Sub-Saharan Africa	[1984, 2013, 2016]	1984	2016	3	1	2
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	231	Ethiopia	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	ETH	39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[2007, 2011]	2007	2011	2	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	270	Gambia	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	GMB	-15.39944785	13.45295927	1.0	4	Country or Area	Sub-Saharan Africa	[1973]	1973	1973	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	288	Ghana	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	GHA	-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	404	Kenya	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	KEN	37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2009, 2010]	2009	2010	2	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	426	Lesotho	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	LSO	28.25362195	-29.58041814	1.0	4	Country or Area	Sub-Saharan Africa	[1976, 2008]	1976	2008	2	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	430	Liberia	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	LBR	-9.311879038	6.448381009	1.0	4	Country or Area	Sub-Saharan Africa	[1974]	1974	1974	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	454	Malawi	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	MWI	33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[1977, 1987, 1998]	1977	1998	3	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	466	Mali	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	MLI	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[1976, 2006, 2011, 2015]	1976	2015	4	1	2
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	480	Mauritius	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	MUS	57.568022	-20.28581998	1.0	4	Country or Area	Sub-Saharan Africa	[1972, 1990, 2000, 2011]	1972	2011	4	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	508	Mozambique	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	MOZ	38.18479941	-14.27963886	1.0	4	Country or Area	Sub-Saharan Africa	[2011]	2011	2011	1	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	516	Namibia	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	NAM	17.21907885	-22.13817068	1.0	4	Country or Area	Sub-Saharan Africa	[2001]	2001	2001	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	646	Rwanda	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	RWA	29.92310194	-1.999842114	1.0	4	Country or Area	Sub-Saharan Africa	[1978, 2010, 2012]	1978	2012	3	0	2
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	678	Sao Tome and Principe	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	STP	6.609772265	0.241554875	1.0	4	Country or Area	Sub-Saharan Africa	[1981, 2012]	1981	2012	2	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	686	Senegal	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	SEN	-14.46636926	14.35920905	1.0	4	Country or Area	Sub-Saharan Africa	[2006, 2011, 2013]	2006	2013	3	0	2
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	690	Seychelles	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	SYC	55.46561591	-4.678053059	1.0	4	Country or Area	Sub-Saharan Africa	[1971, 2002]	1971	2002	2	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	ZAF	24.67184355	-29.99957544	1.0	4	Country or Area	Sub-Saharan Africa	[1970, 1985, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	1970	2015	16	1	5
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	728	South Sudan	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	SSD	30.32618773	7.290839152	1.0	4	Country or Area	Sub-Saharan Africa	[2008]	2008	2008	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	768	Togo	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	TGO	0.97835765	8.532096072	1.0	4	Country or Area	Sub-Saharan Africa	[1970, 2009, 2011]	1970	2011	3	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	800	Uganda	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	UGA	32.39100438	1.279557331	1.0	4	Country or Area	Sub-Saharan Africa	[2002, 2008, 2010, 2012]	2002	2012	4	0	2
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	716	Zimbabwe	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	ZWE	29.86909584	-19.00075492	1.0	4	Country or Area	Sub-Saharan Africa	[2002, 2012, 2014]	2002	2014	3	0	2
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	203	Czechia	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	CZE	15.33151382	49.73913871	1.0	4	Country or Area	Europe and Northern America	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2006	2015	10	1	6
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	807	North Macedonia	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	MKD	21.7007909	41.60048068	1.0	4	Country or Area	Europe and Northern America	[2002]	2002	2002	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	748	Eswatini	F	Female	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	F__Y_GE25__AGG_1T8	Female, 25 years old and over, primary (isced 1) or higher	5600	SWZ	31.50149288	-26.56471011	1.0	4	Country or Area	Sub-Saharan Africa	[1976, 1986]	1976	1986	2	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	36	Australia	M	Male	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_1T8	Male, 25 years old and over, primary (isced 1) or higher	5600	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2010, 2012, 2015]	2010	2015	3	1	3
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	4	Afghanistan	M	Male	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_1T8	Male, 25 years old and over, primary (isced 1) or higher	5600	AFG	66.02688198	33.83160199	1.0	4	Country or Area	Central and Southern Asia	[1975, 1979]	1975	1979	2	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	50	Bangladesh	M	Male	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_1T8	Male, 25 years old and over, primary (isced 1) or higher	5600	BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[2001]	2001	2001	1	0	0
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	64	Bhutan	M	Male	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_1T8	Male, 25 years old and over, primary (isced 1) or higher	5600	BTN	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2012]	2012	2012	1	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	356	India	M	Male	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_1T8	Male, 25 years old and over, primary (isced 1) or higher	5600	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2011]	2011	2011	1	0	1
II.12	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	398	Kazakhstan	M	Male	Y_GE25	25 years old and over	AGG_1T8	Primary (ISCED 1) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_1T8	Male, 25 years old and over, primary (isced 1) or higher	5600	KAZ	66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[1999, 2007, 2009]	1999	2009	3	0	0
