INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__CMFL,OBS_VALUE___T__COPA,OBS_VALUE___T__EPRS,OBS_VALUE___T__TRAF,OBS_VALUE___T__SOFT,OBS_VALUE___T__PCPR,OBS_VALUE___T__EMAIL,OBS_VALUE___T__INST,OBS_VALUE___T__ARSP,OBS_VALUE__F__PCPR,OBS_VALUE__F__COPA,OBS_VALUE__F__TRAF,OBS_VALUE__F__EPRS,OBS_VALUE__F__SOFT,OBS_VALUE__F__ARSP,OBS_VALUE__F__INST,OBS_VALUE__F__CMFL,OBS_VALUE__F__EMAIL,OBS_VALUE__M__PCPR,OBS_VALUE__M__SOFT,OBS_VALUE__M__EPRS,OBS_VALUE__M__COPA,OBS_VALUE__M__TRAF,OBS_VALUE__M__EMAIL,OBS_VALUE__M__INST,OBS_VALUE__M__CMFL,OBS_VALUE__M__ARSP,TIME_DETAIL___T__CMFL,TIME_DETAIL___T__COPA,TIME_DETAIL___T__EPRS,TIME_DETAIL___T__TRAF,TIME_DETAIL___T__SOFT,TIME_DETAIL___T__PCPR,TIME_DETAIL___T__EMAIL,TIME_DETAIL___T__INST,TIME_DETAIL___T__ARSP,TIME_DETAIL__F__PCPR,TIME_DETAIL__F__COPA,TIME_DETAIL__F__TRAF,TIME_DETAIL__F__EPRS,TIME_DETAIL__F__SOFT,TIME_DETAIL__F__ARSP,TIME_DETAIL__F__INST,TIME_DETAIL__F__CMFL,TIME_DETAIL__F__EMAIL,TIME_DETAIL__M__PCPR,TIME_DETAIL__M__SOFT,TIME_DETAIL__M__EPRS,TIME_DETAIL__M__COPA,TIME_DETAIL__M__TRAF,TIME_DETAIL__M__EMAIL,TIME_DETAIL__M__INST,TIME_DETAIL__M__CMFL,TIME_DETAIL__M__ARSP,NATURE___T__CMFL,NATURE___T__COPA,NATURE___T__EPRS,NATURE___T__TRAF,NATURE___T__SOFT,NATURE___T__PCPR,NATURE___T__EMAIL,NATURE___T__INST,NATURE___T__ARSP,NATURE__F__PCPR,NATURE__F__COPA,NATURE__F__TRAF,NATURE__F__EPRS,NATURE__F__SOFT,NATURE__F__ARSP,NATURE__F__INST,NATURE__F__CMFL,NATURE__F__EMAIL,NATURE__M__PCPR,NATURE__M__SOFT,NATURE__M__EPRS,NATURE__M__COPA,NATURE__M__TRAF,NATURE__M__EMAIL,NATURE__M__INST,NATURE__M__CMFL,NATURE__M__ARSP,COMMENT_OBS___T__CMFL,COMMENT_OBS___T__COPA,COMMENT_OBS___T__EPRS,COMMENT_OBS___T__TRAF,COMMENT_OBS___T__SOFT,COMMENT_OBS___T__PCPR,COMMENT_OBS___T__EMAIL,COMMENT_OBS___T__INST,COMMENT_OBS___T__ARSP,COMMENT_OBS__F__PCPR,COMMENT_OBS__F__COPA,COMMENT_OBS__F__TRAF,COMMENT_OBS__F__EPRS,COMMENT_OBS__F__SOFT,COMMENT_OBS__F__ARSP,COMMENT_OBS__F__INST,COMMENT_OBS__F__CMFL,COMMENT_OBS__F__EMAIL,COMMENT_OBS__M__PCPR,COMMENT_OBS__M__SOFT,COMMENT_OBS__M__EPRS,COMMENT_OBS__M__COPA,COMMENT_OBS__M__TRAF,COMMENT_OBS__M__EMAIL,COMMENT_OBS__M__INST,COMMENT_OBS__M__CMFL,COMMENT_OBS__M__ARSP,isLatestValue___T__CMFL,isLatestValue___T__COPA,isLatestValue___T__EPRS,isLatestValue___T__TRAF,isLatestValue___T__SOFT,isLatestValue___T__PCPR,isLatestValue___T__EMAIL,isLatestValue___T__INST,isLatestValue___T__ARSP,isLatestValue__F__PCPR,isLatestValue__F__COPA,isLatestValue__F__TRAF,isLatestValue__F__EPRS,isLatestValue__F__SOFT,isLatestValue__F__ARSP,isLatestValue__F__INST,isLatestValue__F__CMFL,isLatestValue__F__EMAIL,isLatestValue__M__PCPR,isLatestValue__M__SOFT,isLatestValue__M__EPRS,isLatestValue__M__COPA,isLatestValue__M__TRAF,isLatestValue__M__EMAIL,isLatestValue__M__INST,isLatestValue__M__CMFL,isLatestValue__M__ARSP
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",499,Montenegro,MNE,19.25214024,42.78717043,Europe and Northern America,G,Global,2021,PT,Percent,2018,70.88759,,30.1068,68.7777,39.48999,3.56127,,,25.30292,2.70364,,68.95883,28.49707,36.52894,23.89559,,70.48556,,4.25667,41.89096,31.41204,,68.63082,,,71.21362,26.44406,2018,,2018,2018,2018,2018,,,2018,2018,,2018,2018,2018,2018,,2018,,2018,2018,2018,,2018,,,2018,2018,C,,C,C,C,C,,,C,C,,C,C,C,C,,C,,C,C,C,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,False,False,,False,False,False,False,,True,,False,False,False,,False,,,True,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",499,Montenegro,MNE,19.25214024,42.78717043,Europe and Northern America,G,Global,2021,PT,Percent,2019,72.80101,,32.55773,70.47272,41.06751,4.07242,,,27.6625,3.8138,,70.00787,33.23606,36.85147,28.14758,,,,4.27028,44.29289,32.03874,,70.82865,,,,27.29138,2019,,2019,2019,2019,2019,,,2019,2019,,2019,2019,2019,2019,,,,2019,2019,2019,,2019,,,,2019,C,,C,C,C,C,,,C,C,,C,C,C,C,,,,C,C,C,,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,True,True,,,True,True,,True,True,True,True,,,,True,True,True,,True,,,,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",50,Bangladesh,BGD,89.17660788,22.86961622,Central and Southern Asia,G,Global,2021,PT,Percent,2019,,,,,,0.2,,,,0.204,0.78998,0.62835,0.40584,0.90392,0.36382,0.53446,0.87955,0.74705,,,,,,,,,,,,,,,2019,,,,2019,2019,2019,2019,2019,2019,2019,2019,2019,,,,,,,,,,,,,,,C,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,,,,,,,,,,,,,,,True,,,,True,True,True,True,True,True,True,True,True,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",504,Morocco,MAR,-6.281942841,31.8440131,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2014,36.7644,34.20872,15.73042,16.03274,19.85665,12.67929,24.91214,22.87447,15.81742,7.29037,27.55529,9.61545,10.45506,14.2586,10.97201,17.33565,30.52115,17.78633,18.41151,25.81131,21.34183,41.286,22.85883,32.4919,28.76614,43.40537,20.9715,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",504,Morocco,MAR,-6.281942841,31.8440131,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2015,35.3,31.6,8.9,15.9,22.6,1.6,25.5,19.7,13.1,0.78693,28.67869,13.28,7.56437,19.4691,10.05235,16.53832,31.06536,22.77297,2.42797,25.78828,10.26011,34.57485,18.56802,28.27701,22.91962,39.61225,16.2035,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",504,Morocco,MAR,-6.281942841,31.8440131,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2016,45.03353,44.22892,16.08258,23.82264,31.5858,4.98318,28.93742,26.48613,18.67345,3.99614,42.05724,21.1715,15.1925,28.99858,18.46076,23.87886,42.24583,27.33987,5.98294,34.20635,16.98412,46.42857,26.50794,30.55556,29.12699,47.85714,18.88888,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",504,Morocco,MAR,-6.281942841,31.8440131,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,47.75,45.89,18.89427,24.31119,34.753,6.89,31.838,33.91949,19.45599,4.87035,42.70902,21.3038,16.31479,30.32466,18.87053,29.9916,42.86152,28.00973,8.93521,39.23739,21.5064,49.11124,27.35665,35.71473,37.89711,52.70035,20.04887,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",504,Morocco,MAR,-6.281942841,31.8440131,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,50.22767,48.08417,18.85256,25.3119,34.91392,6.75733,33.55233,35.34698,22.37392,4.65262,42.28015,22.56763,15.64278,29.9268,18.65051,32.51268,42.67411,28.8307,8.88816,39.96291,22.10216,53.9602,28.09022,38.33253,38.21645,57.87495,26.14352,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",504,Morocco,MAR,-6.281942841,31.8440131,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2019,50.95989,49.06124,18.47949,25.7546,35.75168,9.29889,34.94531,34.30306,22.47273,,,,,,,,,,,,,,,,,,,2019,2019,2019,2019,2019,2019,2019,2019,2019,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2019,91.17607,84.46736,23.73954,49.23355,66.9124,8.03323,92.47693,31.46671,25.49644,9.73638,87.78364,53.13187,29.76624,72.23345,25.26432,33.38654,93.51305,95.79351,7.29969,64.62063,21.14385,83.03904,47.55455,91.04849,30.63985,90.16954,25.59641,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",528,Netherlands,NLD,5.331480568,51.86728884,Europe and Northern America,G,Global,2021,PT,Percent,2014,72.22222,70.83333,48.61111,61.80556,,9.02778,79.86111,37.5,43.05556,3.6161,71.8174,61.1303,45.3896,,38.4871,26.46421,73.438,,16.5287,,56.1123,78.1901,71.5703,,57.2209,81.34539,57.0683,2014,2014,2014,2014,,2014,2014,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,C,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,True,True,False,False,False,False,False,,False,True,False,,False,,False,False,False,,True,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",528,Netherlands,NLD,5.331480568,51.86728884,Europe and Northern America,G,Global,2021,PT,Percent,2015,64.82759,66.2069,41.37931,59.31034,63.44828,6.89655,,,47.58621,2.886,66.4576,58.9943,38.02051,63.6056,43.85551,,65.1499,,11.32239,71.369,47.1501,73.39161,67.79051,,,73.2098,59.07461,2015,2015,2015,2015,2015,2015,,,2015,2015,2015,2015,2015,2015,2015,,2015,,2015,2015,2015,2015,2015,,,2015,2015,E,E,E,E,E,E,,,E,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,,False,False,False,False,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",528,Netherlands,NLD,5.331480568,51.86728884,Europe and Northern America,G,Global,2021,PT,Percent,2016,67.12329,70.54795,42.46575,60.27397,67.12329,8.21918,,,50.68493,4.1113,71.80941,61.89459,39.38991,67.8667,48.8483,,68.1195,,12.6994,75.295,49.0731,76.9156,67.8925,,,75.8925,62.7945,2016,2016,2016,2016,2016,2016,,,2016,2016,2016,2016,2016,2016,2016,,2016,,2016,2016,2016,2016,2016,,,2016,2016,E,E,E,E,E,E,,,E,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,True,True,True,True,True,True,,True,,True,True,True,True,True,,,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",528,Netherlands,NLD,5.331480568,51.86728884,Europe and Northern America,G,Global,2021,PT,Percent,2017,70.7483,72.78912,43.53741,62.58503,68.02721,8.16327,,,51.70068,,,,,,,,,,,,,,,,,,,2017,2017,2017,2017,2017,2017,,,2017,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",528,Netherlands,NLD,5.331480568,51.86728884,Europe and Northern America,G,Global,2021,PT,Percent,2018,66.89189,69.59459,41.21622,57.43243,66.21622,7.43243,,,49.32432,,,,,,,,,,,,,,,,,,,2018,2018,2018,2018,2018,2018,,,2018,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",528,Netherlands,NLD,5.331480568,51.86728884,Europe and Northern America,G,Global,2021,PT,Percent,2019,69.12752,72.48322,44.2953,63.75839,70.4698,8.72483,,,53.69128,,,,,,,,,,,,,,,,,,,2019,2019,2019,2019,2019,2019,,,2019,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",531,Curaçao,CUW,-68.95033464,12.15058042,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,22.94524,29.35004,15.60241,22.71503,18.0956,4.10058,34.99753,12.02205,21.18599,,,,,,,,,,,,,,,,,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,G,Global,2021,PT,Percent,2014,68.38796,64.10784,35.95307,58.81532,,9.20008,74.77739,46.60865,42.53205,4.8604,62.33409,54.94181,32.84849,,38.71689,37.48009,64.75741,,13.56961,,39.079,65.89381,62.71549,,55.79991,72.0434,46.37351,2014,2014,2014,2014,,2014,2014,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,C,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,,False,,False,False,False,,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,G,Global,2021,PT,Percent,2015,67.97507,63.22301,33.00809,58.09006,39.58741,9.71241,74.99185,44.62492,42.45239,1.8474,54.19769,54.9422,29.99299,34.41801,37.66329,,56.97169,,8.46069,44.7927,36.04411,57.6246,61.2597,,,62.4289,47.20701,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,,2015,,2015,2015,2015,2015,2015,,,2015,2015,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,False,False,False,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,G,Global,2021,PT,Percent,2016,70.61673,65.15784,34.48741,56.93061,42.93979,9.29387,77.54457,46.11699,44.48627,4.22448,62.46328,52.49525,31.46779,,40.30356,37.42105,67.11911,,14.39919,,37.52844,67.87151,61.39741,,54.87458,74.13914,48.69863,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,,2016,2016,2016,,2016,,2016,2016,2016,,2016,2016,2016,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,,False,False,False,,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,G,Global,2021,PT,Percent,2017,60.37424,65.28655,33.59538,55.83529,42.6643,5.22668,80.5395,44.2665,45.071,4.39548,64.85681,52.87236,30.95723,,40.86165,37.77335,69.02152,,13.63238,,36.25262,65.71941,58.81968,,50.80666,70.48147,47.94483,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,,2017,2017,2017,,2017,,2017,2017,2017,,2017,2017,2017,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,True,True,False,False,False,False,False,,False,True,True,,False,,False,False,False,,True,True,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",56,Belgium,BEL,4.660976456,50.64104975,Europe and Northern America,G,Global,2021,PT,Percent,2019,57.07991,57.07464,34.20219,57.49345,19.03871,4.47006,,,44.77836,1.69708,54.11839,54.07963,32.77314,13.09773,39.41004,,,,7.25865,25.01315,35.63928,60.04755,60.92649,,,,50.17692,2019,2019,2019,2019,2019,2019,,,2019,2019,2019,2019,2019,2019,2019,,,,2019,2019,2019,2019,2019,,,,2019,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,,,C,C,C,C,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,,,True,True,True,True,True,,,,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",562,Niger,NER,9.400167877,17.42143036,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,12.97608,7.71836,0.89316,5.37643,3.65269,0.93095,6.16895,4.55859,1.10214,,,,,,,,,,,,,,,,,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2014,77.64251,81.76841,54.2637,75.197,,18.21809,,67.7307,64.8215,9.5142,79.63019,67.248,48.59652,,53.9755,53.258,73.8286,,26.58648,,59.7123,83.82421,82.83958,,81.64548,81.30942,75.24942,2014,2014,2014,2014,,2014,,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,,True,False,False,False,False,False,,False,True,False,,False,,False,False,False,,True,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2015,68.08891,72.521,54.5787,60.95361,71.26309,10.15131,,,56.79559,6.91801,69.57818,56.6678,53.0382,67.67478,51.31443,,62.02022,,13.2549,74.70742,56.05738,75.34569,65.06741,,,73.91411,62.0567,2015,2015,2015,2015,2015,2015,,,2015,2015,2015,2015,2015,2015,2015,,2015,,2015,2015,2015,2015,2015,,,2015,2015,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,,False,False,False,False,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2016,59.11919,67.7678,49.45521,52.22449,66.67671,10.46909,,,53.5551,4.91261,65.44372,48.68048,47.3813,64.77609,47.51362,,54.31999,,15.79912,68.49991,51.44458,69.99712,55.624,,,63.72282,59.35052,2016,2016,2016,2016,2016,2016,,,2016,2016,2016,2016,2016,2016,2016,,2016,,2016,2016,2016,2016,2016,,,2016,2016,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,False,True,False,False,False,False,,False,,False,False,False,True,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2017,62.86175,68.99999,51.1956,54.87448,74.30362,11.92851,,,55.02265,6.1896,,49.7734,47.736,70.17972,48.7429,,58.35971,,17.47532,78.28949,54.5394,,59.80482,,,67.2131,61.0922,2017,2017,2017,2017,2017,2017,,,2017,2017,,2017,2017,2017,2017,,2017,,2017,2017,2017,,2017,,,2017,2017,C,C,C,C,C,C,,,C,C,,C,C,C,C,,C,,C,C,C,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,True,,True,True,True,True,,True,,True,True,True,,True,,,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,G,Global,2021,PT,Percent,2019,68.0,78.0,48.99999,65.0,80.99999,11.0,,,59.99999,,,,,,,,,,,,,,,,,,,2019,2019,2019,2019,2019,2019,,,2019,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,
